Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,Director_Encoded
hundreds of beavers,0.6964285714285715,0.9722222222222222,R,mike cheslik,"Ryland Brickson Cole Tews, Olivia Graves, Wes Tank",0.2594095940959409,"ryland brickson cole tews, olivia graves, wes tank","['ryland brickson cole tews', 'olivia graves', 'wes tank']","['ryland brickson cole tews', 'olivia graves', 'wes tank']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624
sonic the hedgehog ,0.4642857142857144,0.9722222222222222,PG,jeff fowler,"Pat Casey, Josh Miller, John Whittington",0.2804428044280443,"pat casey, josh miller, john whittington","['pat casey', 'josh miller', 'john whittington']","['pat casey', 'josh miller', 'john whittington']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036
the man from u.n.c.l.e.,0.5892857142857144,0.9074074074074074,PG-13,guy ritchie,"Guy Ritchie, Lionel Wigram, Jeff Kleeman",0.2583025830258302,"guy ritchie, lionel wigram, jeff kleeman","['guy ritchie', 'lionel wigram', 'jeff kleeman']","['guy ritchie', 'lionel wigram', 'jeff kleeman']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838
pain & gain,0.4464285714285716,0.8888888888888888,R,michael bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie",0.3062730627306273,"mark wahlberg, dwayne johnson, anthony mackie","['mark wahlberg', 'dwayne johnson', 'anthony mackie']","['mark wahlberg', 'dwayne johnson', 'anthony mackie']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567
hercules,0.6071428571428572,0.7407407407407407,G,ron clements,"Ron Clements, John Musker, Don Mc, Enery",0.1734317343173431,"ron clements, john musker, don mc, enery","['ron clements', 'john musker', 'don mc', 'enery']","['ron clements', 'john musker', 'don mc', 'enery']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
smokey and the bandit,0.5535714285714287,0.5555555555555556,PG,hal needham,"Hal Needham, Robert L. Levy, James Lee Barrett",0.1845018450184501,"hal needham, robert l. levy, james lee barrett","['hal needham', 'robert l. levy', 'james lee barrett']","['hal needham', 'robert l. levy', 'james lee barrett']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846
men in black,0.6071428571428572,0.7407407407407407,PG-13,barry sonnenfeld,"Lowell Cunningham, Ed Solomon",0.1918819188191882,"lowell cunningham, ed solomon","['lowell cunningham', 'ed solomon']","['lowell cunningham', 'ed solomon']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
sonic the hedgehog,0.4642857142857144,0.9537037037037036,PG,jeff fowler,"Pat Casey, Josh Miller, Yuji Naka",0.1955719557195572,"pat casey, josh miller, yuji naka","['pat casey', 'josh miller', 'yuji naka']","['pat casey', 'josh miller', 'yuji naka']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036
mr. & mrs. smith,0.4642857142857144,0.8148148148148148,PG-13,doug liman,"Brad Pitt, Angelina Jolie, Adam Brody",0.2730627306273063,"brad pitt, angelina jolie, adam brody","['brad pitt', 'angelina jolie', 'adam brody']","['brad pitt', 'angelina jolie', 'adam brody']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
kick-ass,0.6607142857142858,0.861111111111111,R,matthew vaughn,"Jane Goldman, Matthew Vaughn, Mark Millar",0.2619926199261992,"jane goldman, matthew vaughn, mark millar","['jane goldman', 'matthew vaughn', 'mark millar']","['jane goldman', 'matthew vaughn', 'mark millar']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541
puss in boots: the last wish,0.6964285714285715,0.9722222222222222,PG,joel crawford,"Paul Fisher, Tommy Swerdlow, Tom Wheeler",0.2066420664206642,"paul fisher, tommy swerdlow, tom wheeler","['paul fisher', 'tommy swerdlow', 'tom wheeler']","['paul fisher', 'tommy swerdlow', 'tom wheeler']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101
spider-man: far from home,0.6250000000000002,0.9444444444444444,PG-13,jon watts,"Chris Mc, Kenna, Erik Sommers, Stan Lee",0.3062730627306273,"chris mc, kenna, erik sommers, stan lee","['chris mc', 'kenna', 'erik sommers', 'stan lee']","['chris mc', 'kenna', 'erik sommers', 'stan lee']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173
tropic thunder,0.5714285714285715,0.8425925925925926,R,ben stiller,"Justin Theroux, Ben Stiller, Etan Cohen",0.2250922509225092,"justin theroux, ben stiller, etan cohen","['justin theroux', 'ben stiller', 'etan cohen']","['justin theroux', 'ben stiller', 'etan cohen']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
scott pilgrim vs. the world,0.6607142857142858,0.861111111111111,PG-13,edgar wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin",0.2435424354243542,"michael cera, mary elizabeth winstead, kieran culkin","['michael cera', 'mary elizabeth winstead', 'kieran culkin']","['michael cera', 'mary elizabeth winstead', 'kieran culkin']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
the mask,0.5357142857142859,0.7129629629629629,PG-13,chuck russell,"Jim Carrey, Cameron Diaz, Peter Riegert",0.2029520295202952,"jim carrey, cameron diaz, peter riegert","['jim carrey', 'cameron diaz', 'peter riegert']","['jim carrey', 'cameron diaz', 'peter riegert']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
jumanji: the next level,0.5000000000000001,0.9444444444444444,PG-13,jake kasdan,"Jake Kasdan, Jeff Pinkner, Scott Rosenberg",0.2841328413284133,"jake kasdan, jeff pinkner, scott rosenberg","['jake kasdan', 'jeff pinkner', 'scott rosenberg']","['jake kasdan', 'jeff pinkner', 'scott rosenberg']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949
zootopia,0.7321428571428573,0.9166666666666666,PG,byron howard,"Byron Howard, Rich Moore, Jared Bush",0.2287822878228782,"byron howard, rich moore, jared bush","['byron howard', 'rich moore', 'jared bush']","['byron howard', 'rich moore', 'jared bush']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
teenage mutant ninja turtles: mutant mayhem,0.5892857142857144,0.9814814814814814,PG,jeff rowe,"Seth Rogen, Evan Goldberg, Jeff Rowe",0.1955719557195572,"seth rogen, evan goldberg, jeff rowe","['seth rogen', 'evan goldberg', 'jeff rowe']","['seth rogen', 'evan goldberg', 'jeff rowe']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038
kung fu panda,0.6607142857142858,0.8425925925925926,PG,mark osborne,"Jonathan Aibel, Glenn Berger, Ethan Reiff",0.1697416974169742,"jonathan aibel, glenn berger, ethan reiff","['jonathan aibel', 'glenn berger', 'ethan reiff']","['jonathan aibel', 'glenn berger', 'ethan reiff']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488
jumanji: welcome to the jungle,0.5535714285714287,0.925925925925926,PG-13,jake kasdan,"Chris Mc, Kenna, Erik Sommers, Scott Rosenberg",0.2693726937269373,"chris mc, kenna, erik sommers, scott rosenberg","['chris mc', 'kenna', 'erik sommers', 'scott rosenberg']","['chris mc', 'kenna', 'erik sommers', 'scott rosenberg']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949
spider-man: into the spider-verse,0.8035714285714288,0.9351851851851852,PG,bob persichetti,"Phil Lord, Rodney Rothman",0.2619926199261992,"phil lord, rodney rothman","['phil lord', 'rodney rothman']","['phil lord', 'rodney rothman']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
thor: ragnarok,0.7142857142857144,0.925925925925926,PG-13,taika waititi,"Eric Pearson, Craig Kyle, Christopher L. Yost",0.3099630996309963,"eric pearson, craig kyle, christopher l. yost","['eric pearson', 'craig kyle', 'christopher l. yost']","['eric pearson', 'craig kyle', 'christopher l. yost']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242
the unbearable weight of massive talent,0.5535714285714287,0.9722222222222222,R,tom gormican,"Nicolas Cage, Pedro Pascal, Tiffany Haddish",0.2250922509225092,"nicolas cage, pedro pascal, tiffany haddish","['nicolas cage', 'pedro pascal', 'tiffany haddish']","['nicolas cage', 'pedro pascal', 'tiffany haddish']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324
ocean's eight,0.4285714285714286,0.9351851851851852,PG-13,gary ross,"Gary Ross, Olivia Milch, George Clayton Johnson",0.2361623616236162,"gary ross, olivia milch, george clayton johnson","['gary ross', 'olivia milch', 'george clayton johnson']","['gary ross', 'olivia milch', 'george clayton johnson']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752
kingsman: the secret service,0.6785714285714287,0.8981481481481481,R,matthew vaughn,"Jane Goldman, Matthew Vaughn, Mark Millar",0.3062730627306273,"jane goldman, matthew vaughn, mark millar","['jane goldman', 'matthew vaughn', 'mark millar']","['jane goldman', 'matthew vaughn', 'mark millar']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541
the nice guys,0.6250000000000002,0.9166666666666666,R,shane black,"Russell Crowe, Ryan Gosling, Angourie Rice",0.2583025830258302,"russell crowe, ryan gosling, angourie rice","['russell crowe', 'ryan gosling', 'angourie rice']","['russell crowe', 'ryan gosling', 'angourie rice']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
guardians of the galaxy,0.7321428571428573,0.8981481481481481,PG-13,james gunn,"James Gunn, Nicole Perlman, Dan Abnett",0.2767527675276753,"james gunn, nicole perlman, dan abnett","['james gunn', 'nicole perlman', 'dan abnett']","['james gunn', 'nicole perlman', 'dan abnett']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970
ready or not,0.5357142857142859,0.9444444444444444,R,matt bettinelli-olpin,"Samara Weaving, Adam Brody, Mark O'Brien",0.1808118081180811,"samara weaving, adam brody, mark o'brien","['samara weaving', 'adam brody', ""mark o'brien""]","['samara weaving', 'adam brody', ""mark o'brien""]",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523
bad boys for life,0.4642857142857144,0.9537037037037036,R,adil el arbi,"Peter Craig, Joe Carnahan, Chris Bremner",0.2878228782287823,"peter craig, joe carnahan, chris bremner","['peter craig', 'joe carnahan', 'chris bremner']","['peter craig', 'joe carnahan', 'chris bremner']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
thor: love and thunder,0.4107142857142858,0.9722222222222222,PG-13,taika waititi,"Taika Waititi, Jennifer Kaytin Robinson, Stan Lee",0.2656826568265683,"taika waititi, jennifer kaytin robinson, stan lee","['taika waititi', 'jennifer kaytin robinson', 'stan lee']","['taika waititi', 'jennifer kaytin robinson', 'stan lee']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242
operation fortune: ruse de guerre,0.4285714285714286,0.9814814814814814,R,guy ritchie,"Jason Statham, Aubrey Plaza, Cary Elwes",0.2509225092250922,"jason statham, aubrey plaza, cary elwes","['jason statham', 'aubrey plaza', 'cary elwes']","['jason statham', 'aubrey plaza', 'cary elwes']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838
bad boys,0.5178571428571429,0.7222222222222222,R,michael bay,"George Gallo, Michael Barrie, Jim Mulholland",0.2693726937269373,"george gallo, michael barrie, jim mulholland","['george gallo', 'michael barrie', 'jim mulholland']","['george gallo', 'michael barrie', 'jim mulholland']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567
free guy,0.5714285714285715,0.962962962962963,PG-13,shawn levy,"Matt Lieberman, Zak Penn",0.2546125461254612,"matt lieberman, zak penn","['matt lieberman', 'zak penn']","['matt lieberman', 'zak penn']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128
the family plan,0.4285714285714286,0.9814814814814814,PG-13,simon cellan jones,"Mark Wahlberg, Michelle Monaghan, Ciarán Hinds",0.2656826568265683,"mark wahlberg, michelle monaghan, ciarán hinds","['mark wahlberg', 'michelle monaghan', 'ciarán hinds']","['mark wahlberg', 'michelle monaghan', 'ciarán hinds']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149
the suicide squad,0.5892857142857144,0.962962962962963,R,james gunn,"Margot Robbie, Idris Elba, John Cena",0.3173431734317343,"margot robbie, idris elba, john cena","['margot robbie', 'idris elba', 'john cena']","['margot robbie', 'idris elba', 'john cena']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970
dungeons & dragons: honor among thieves,0.5892857142857144,0.9814814814814814,PG-13,john francis daley,"Jonathan Goldstein, John Francis Daley, Michael Gilio",0.3247232472324723,"jonathan goldstein, john francis daley, michael gilio","['jonathan goldstein', 'john francis daley', 'michael gilio']","['jonathan goldstein', 'john francis daley', 'michael gilio']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122
beverly hills cop,0.6250000000000002,0.6203703703703703,R,martin brest,Daniel Petrie Jr.Danilo Bach,0.2177121771217712,daniel petrie jr.danilo bach,['daniel petrie jr.danilo bach'],['daniel petrie jr.danilo bach'],['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499
aavesham,0.7321428571428573,0.9907407407407408,R,jithu madhavan,"Fahadh Faasil, Hipzster, Mithun Jai Shankar",0.2594095940959409,"fahadh faasil, hipzster, mithun jai shankar","['fahadh faasil', 'hipzster', 'mithun jai shankar']","['fahadh faasil', 'hipzster', 'mithun jai shankar']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084
everything everywhere all at once,0.6964285714285715,0.9722222222222222,R,daniel kwan,"Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis",0.3431734317343173,"michelle yeoh, stephanie hsu, jamie lee curtis","['michelle yeoh', 'stephanie hsu', 'jamie lee curtis']","['michelle yeoh', 'stephanie hsu', 'jamie lee curtis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479
deadpool ,0.6607142857142858,0.9351851851851852,R,david leitch,"Rhett Reese, Paul Wernick, Ryan Reynolds",0.2693726937269373,"rhett reese, paul wernick, ryan reynolds","['rhett reese', 'paul wernick', 'ryan reynolds']","['rhett reese', 'paul wernick', 'ryan reynolds']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
ghostbusters,0.6964285714285715,0.6203703703703703,PG,ivan reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver",0.2177121771217712,"bill murray, dan aykroyd, sigourney weaver","['bill murray', 'dan aykroyd', 'sigourney weaver']","['bill murray', 'dan aykroyd', 'sigourney weaver']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929
deadpool,0.7321428571428573,0.9166666666666666,R,tim miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller",0.2287822878228782,"ryan reynolds, morena baccarin, t.j. miller","['ryan reynolds', 'morena baccarin', 't.j. miller']","['ryan reynolds', 'morena baccarin', 't.j. miller']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303
kung fu panda ,0.4285714285714286,0.9907407407407408,PG,mike mitchell,"Jonathan Aibel, Glenn Berger, Darren Lemke",0.1771217712177122,"jonathan aibel, glenn berger, darren lemke","['jonathan aibel', 'glenn berger', 'darren lemke']","['jonathan aibel', 'glenn berger', 'darren lemke']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629
bullet train,0.6071428571428572,0.9722222222222222,R,david leitch,"Brad Pitt, Joey King, Aaron Taylor-Johnson",0.2988929889298893,"brad pitt, joey king, aaron taylor-johnson","['brad pitt', 'joey king', 'aaron taylor-johnson']","['brad pitt', 'joey king', 'aaron taylor-johnson']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
hit man,0.6250000000000002,0.9814814814814814,R,richard linklater,"Adria Arjona, Glen Powell, Retta",0.2546125461254612,"adria arjona, glen powell, retta","['adria arjona', 'glen powell', 'retta']","['adria arjona', 'glen powell', 'retta']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939
the fall guy,0.5714285714285715,0.9907407407407408,PG-13,david leitch,"Ryan Gosling, Emily Blunt, Aaron Taylor-Johnson",0.2952029520295203,"ryan gosling, emily blunt, aaron taylor-johnson","['ryan gosling', 'emily blunt', 'aaron taylor-johnson']","['ryan gosling', 'emily blunt', 'aaron taylor-johnson']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
fright night,0.4464285714285716,0.8703703703703703,R,craig gillespie,"Marti Noxon, Tom Holland",0.2214022140221402,"marti noxon, tom holland","['marti noxon', 'tom holland']","['marti noxon', 'tom holland']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
hoodwinked!,0.4642857142857144,0.8148148148148148,PG,cory edwards,"Cory Edwards, Todd Edwards, Tony Leech",0.1254612546125461,"cory edwards, todd edwards, tony leech","['cory edwards', 'todd edwards', 'tony leech']","['cory edwards', 'todd edwards', 'tony leech']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446
see how they run,0.4642857142857144,0.9722222222222222,PG-13,tom george,"Kieran Hodgson, Pearl Chanda, Gregory Cox",0.1918819188191882,"kieran hodgson, pearl chanda, gregory cox","['kieran hodgson', 'pearl chanda', 'gregory cox']","['kieran hodgson', 'pearl chanda', 'gregory cox']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323
odd thomas,0.5178571428571429,0.8888888888888888,PG-13,stephen sommers,"Anton Yelchin, Ashley Sommers, Leonor Varela",0.1881918819188192,"anton yelchin, ashley sommers, leonor varela","['anton yelchin', 'ashley sommers', 'leonor varela']","['anton yelchin', 'ashley sommers', 'leonor varela']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195
chip 'n dale: rescue rangers,0.5535714285714287,0.9722222222222222,PG,akiva schaffer,"Andy Samberg, John Mulaney, Ki, Ki Layne",0.1881918819188192,"andy samberg, john mulaney, ki, ki layne","['andy samberg', 'john mulaney', 'ki', 'ki layne']","['andy samberg', 'john mulaney', 'ki', 'ki layne']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
the losers,0.4107142857142858,0.861111111111111,PG-13,sylvain white,"Peter Berg, James Vanderbilt, Andy Diggle",0.1881918819188192,"peter berg, james vanderbilt, andy diggle","['peter berg', 'james vanderbilt', 'andy diggle']","['peter berg', 'james vanderbilt', 'andy diggle']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234
the one i love,0.5535714285714287,0.8981481481481481,R,charlie mcdowell,"Mark Duplass, Elisabeth Moss, Ted Danson",0.1660516605166052,"mark duplass, elisabeth moss, ted danson","['mark duplass', 'elisabeth moss', 'ted danson']","['mark duplass', 'elisabeth moss', 'ted danson']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
horns,0.4464285714285716,0.8888888888888888,R,alexandre aja,"Daniel Radcliffe, Juno Temple, Max Minghella",0.2730627306273063,"daniel radcliffe, juno temple, max minghella","['daniel radcliffe', 'juno temple', 'max minghella']","['daniel radcliffe', 'juno temple', 'max minghella']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
fletch,0.5357142857142859,0.6296296296296295,PG,michael ritchie,"Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson",0.1918819188191882,"chevy chase, joe don baker, dana wheeler-nicholson","['chevy chase', 'joe don baker', 'dana wheeler-nicholson']","['chevy chase', 'joe don baker', 'dana wheeler-nicholson']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
gosford park,0.5892857142857144,0.7777777777777778,R,robert altman,"Maggie Smith, Ryan Phillippe, Michael Gambon",0.3357933579335793,"maggie smith, ryan phillippe, michael gambon","['maggie smith', 'ryan phillippe', 'michael gambon']","['maggie smith', 'ryan phillippe', 'michael gambon']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
charade,0.6964285714285715,0.4259259259259259,Approved,stanley donen,"Peter Stone, Marc Behm",0.2472324723247232,"peter stone, marc behm","['peter stone', 'marc behm']","['peter stone', 'marc behm']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173
monster house,0.4821428571428572,0.8240740740740741,PG,gil kenan,"Dan Harmon, Rob Schrab, Pamela Pettler",0.1660516605166052,"dan harmon, rob schrab, pamela pettler","['dan harmon', 'rob schrab', 'pamela pettler']","['dan harmon', 'rob schrab', 'pamela pettler']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787
boss level,0.5178571428571429,0.9537037037037036,TV-MA,joe carnahan,"Chris Borey, Eddie Borey, Joe Carnahan",0.1992619926199262,"chris borey, eddie borey, joe carnahan","['chris borey', 'eddie borey', 'joe carnahan']","['chris borey', 'eddie borey', 'joe carnahan']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091
super troopers,0.5535714285714287,0.7777777777777778,R,jay chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme",0.1992619926199262,"jay chandrasekhar, kevin heffernan, steve lemme","['jay chandrasekhar', 'kevin heffernan', 'steve lemme']","['jay chandrasekhar', 'kevin heffernan', 'steve lemme']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019
spenser confidential,0.4107142857142858,0.9537037037037036,R,peter berg,"Sean O'Keefe, Brian Helgeland, Robert B. Parker",0.2398523985239852,"sean o'keefe, brian helgeland, robert b. parker","[""sean o'keefe"", 'brian helgeland', 'robert b. parker']","[""sean o'keefe"", 'brian helgeland', 'robert b. parker']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819
